,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
299,Jorg,1571.17.00,−1571.36.00,1853.56.00,−378.06.00,−126.10.00,surströmming,1624.39.00,766.44.00,6558.27.00,−90804.57.00,TRUE,FALSE,654.41.00
300,Jorg,1014.55.00,−983.43.00,1725.56.00,−1651.49.00,−498.32.00,surströmming,806.22.00,42.18.00,6766.34.00,−89857.28.00,TRUE,FALSE,1088.53.00
301,Atsuto,255.15.00,−32.56.00,2359.52.00,−1603.44.00,−72.27.00,old-fashioned silt,−1558.04.00,−1459.31.00,6054.09.00,−89282.29.00,TRUE,FALSE,67.21.00
302,Bob,103.35.00,−561.12.00,1015.49.00,−678.30.00,−1234.39.00,mustard silt,−319.00.00,1151.14.00,6842.56.00,−90097.39.00,FALSE,FALSE,972.42.00
303,Bob,836.21.00,−855.21.00,2121.13.00,−1462.00.00,−216.07.00,surströmming,1050.32.00,−221.08.00,5795.07.00,−90311.43.00,TRUE,FALSE,686.04.00
304,Jorg,−803.15.00,340.49.00,2245.23.00,−1023.09.00,1082.57.00,mustard silt,1166.18.00,171.12.00,5719.02.00,−89407.33.00,FALSE,FALSE,−1279.05.00
305,Atsuto,1439.26.00,607.21.00,1152.45.00,−1181.51.00,1336.11.00,mustard silt,1373.22.00,−973.58.00,6373.34.00,−90755.41.00,FALSE,FALSE,−458.17.00
306,Atsuto,728.16.00,−592.32.00,1843.31.00,−110.57.00,−1303.34.00,surströmming,307.59.00,1320.37.00,6107.24.00,−90280.06.00,TRUE,FALSE,140.30.00
307,Bob,−908.43.00,723.18.00,1996.00.00,−530.35.00,258.44.00,mustard silt,−1161.02.00,705.04.00,7099.30.00,−89202.10.00,TRUE,FALSE,−1680.38.00
308,Bob,−551.48.00,177.12.00,1518.22.00,−728.15.00,722.58.00,mustard silt,1420.16.00,−566.56.00,6156.15.00,−89439.18.00,FALSE,FALSE,−1563.22.00
309,Bob,1051.44.00,926.21.00,2502.52.00,−1579.57.00,372.18.00,mustard silt,616.45.00,−1444.37.00,5684.19.00,−90545.10.00,TRUE,FALSE,−1678.32.00
310,Atsuto,143.55.00,−1622.05.00,2176.15.00,−1560.01.00,−237.14.00,surströmming,−461.30.00,−317.35.00,6061.23.00,−89846.12.00,TRUE,FALSE,1071.12.00
311,Bob,1239.22.00,487.40.00,1427.18.00,−1710.25.00,1072.52.00,mustard silt,−1152.07.00,513.18.00,6888.18.00,−89260.02.00,TRUE,FALSE,−330.27.00
312,Atsuto,517.15.00,−102.46.00,2611.23.00,−1126.40.00,−559.12.00,surströmming,386.34.00,−93.19.00,6181.23.00,−90658.20.00,FALSE,FALSE,1633.11.00
313,Bob,696.52.00,−641.52.00,1919.59.00,−1443.48.00,−1412.07.00,mustard silt,−512.15.00,530.29.00,7012.57.00,−90774.53.00,TRUE,FALSE,1107.34.00
314,Bob,108.47.00,164.55.00,1098.41.00,−1722.06.00,695.57.00,mustard silt,−1307.56.00,791.20.00,6807.51.00,−90102.32.00,TRUE,FALSE,−391.32.00
315,Jorg,−1468.47.00,1601.11.00,1566.14.00,−1455.15.00,524.23.00,mustard silt,320.56.00,132.53.00,5785.24.00,−90770.03.00,TRUE,FALSE,−1582.45.00
316,Jorg,1504.57.00,−1265.47.00,1133.23.00,−853.00.00,−1119.04.00,old-fashioned silt,404.45.00,1368.01.00,5795.12.00,−90431.44.00,FALSE,FALSE,1142.01.00
317,Jorg,1539.29.00,−1265.37.00,1677.44.00,−1500.15.00,−1118.41.00,surströmming,351.47.00,−13.48.00,6559.13.00,−90071.47.00,TRUE,FALSE,642.24.00
318,Atsuto,1461.45.00,00.25,2231.00.00,−1653.05.00,00.55,old-fashioned silt,−904.16.00,888.11.00,6316.54.00,−90140.56.00,TRUE,FALSE,−1301.51.00
319,Bob,370.47.00,−263.51.00,1665.31.00,−1757.41.00,−580.29.00,surströmming,636.38.00,−125.04.00,6317.34.00,−89369.09.00,TRUE,FALSE,499.42.00
320,Atsuto,187.40.00,1063.25.00,1798.32.00,−119.31.00,673.51.00,mustard silt,−1293.57.00,−605.06.00,6646.56.00,−90104.38.00,TRUE,FALSE,−261.01.00
321,Atsuto,86.53.00,−1634.55.00,1244.40.00,−441.06.00,−265.29.00,surströmming,720.04.00,−1602.55.00,6816.22.00,−89205.00.00,TRUE,FALSE,1085.11.00
322,Jorg,918.59.00,−586.19.00,2594.31.00,−1005.54.00,−1289.53.00,mustard silt,−314.37.00,1658.42.00,5636.34.00,−90601.46.00,FALSE,FALSE,57.36.00
323,Atsuto,562.28.00,−669.55.00,1789.08.00,−250.52.00,−1473.49.00,surströmming,569.04.00,−898.55.00,6861.34.00,−90278.20.00,TRUE,FALSE,151.44.00
324,Bob,−810.04.00,798.05.00,2392.07.00,−992.26.00,423.15.00,mustard silt,1087.03.00,−313.43.00,6649.23.00,−89203.23.00,FALSE,FALSE,−1546.41.00
325,Jorg,1410.25.00,−35.08.00,1416.43.00,−1171.33.00,−410.25.00,silt med onions,1497.15.00,1482.13.00,6227.19.00,−89529.23.00,FALSE,FALSE,1554.08.00
326,Atsuto,369.20.00,1349.33.00,1711.43.00,−382.22.00,1303.21.00,mustard silt,1125.02.00,718.38.00,6234.35.00,−89402.34.00,TRUE,FALSE,−1215.34.00
327,Bob,885.36.00,−895.05.00,1767.01.00,−1306.14.00,−303.31.00,mustard silt,459.48.00,737.24.00,6032.41.00,−89916.51.00,TRUE,FALSE,473.03.00
328,Jorg,819.13.00,553.16.00,1722.45.00,−159.56.00,1217.12.00,mexicansk silt,−1009.01.00,−1597.37.00,6496.33.00,−90104.26.00,TRUE,FALSE,−369.17.00
329,Atsuto,180.08.00,293.10.00,1584.25.00,−192.27.00,644.57.00,silt med schnapps,04.30,913.34.00,6161.35.00,−89572.29.00,TRUE,FALSE,920.15.00
330,Atsuto,686.14.00,−471.11.00,1301.48.00,−236.46.00,−1036.36.00,surströmming,902.11.00,−189.27.00,6731.00.00,−89216.58.00,TRUE,FALSE,1099.22.00
331,Bob,1242.21.00,−1213.48.00,2625.27.00,−1385.29.00,−1004.41.00,silt med schnapps,224.38.00,−1292.51.00,5627.10.00,−90639.11.00,FALSE,FALSE,1250.25.00
332,Bob,208.03.00,−203.55.00,2285.03.00,−1524.18.00,−448.38.00,mexicansk silt,−511.51.00,1233.31.00,5679.16.00,−89689.36.00,TRUE,FALSE,1001.21.00
333,Bob,204.50.00,25.19.00,1865.23.00,−1414.43.00,55.42.00,mustard silt,05.38,−1571.08.00,6655.55.00,−90285.08.00,TRUE,FALSE,1463.07.00
334,Bob,484.51.00,955.39.00,1514.15.00,−851.57.00,436.46.00,silt med schnapps,−376.58.00,224.50.00,5766.10.00,−90686.55.00,TRUE,FALSE,−535.17.00
335,Jorg,1135.32.00,−892.58.00,1057.34.00,−910.40.00,−298.52.00,mustard silt,−327.44.00,−1105.46.00,6389.44.00,−90143.10.00,FALSE,FALSE,955.52.00
336,Jorg,1600.08.00,548.19.00,2391.30.00,−100.25.00,1206.18.00,mustard silt,635.03.00,1192.29.00,6573.12.00,−89442.35.00,TRUE,FALSE,−965.11.00
337,Jorg,907.42.00,−830.53.00,1729.21.00,−1555.09.00,−162.18.00,surströmming,474.41.00,1183.47.00,5548.02.00,−90599.14.00,TRUE,FALSE,726.28.00
338,Atsuto,1056.24.00,806.49.00,2207.22.00,−1524.02.00,109.20.00,mustard silt,−1105.01.00,258.50.00,6006.19.00,−89900.25.00,TRUE,FALSE,−1593.21.00
339,Jorg,113.39.00,−142.40.00,2533.58.00,−1505.11.00,−313.53.00,mustard silt,−43.51.00,103.51.00,5722.58.00,−89480.19.00,TRUE,FALSE,1402.49.00
340,Jorg,1290.40.00,679.04.00,2626.27.00,−960.48.00,1493.56.00,mustard silt,531.59.00,−1538.16.00,5741.43.00,−90664.17.00,FALSE,FALSE,−1329.51.00
341,Bob,707.18.00,−528.10.00,1264.49.00,−1060.19.00,−1495.05.00,surströmming,−1389.24.00,−424.19.00,6307.47.00,−90745.57.00,FALSE,FALSE,1301.27.00
342,Atsuto,−1150.19.00,855.15.00,1003.09.00,−1410.24.00,549.00.00,mustard silt,827.36.00,−370.33.00,6925.31.00,−89486.20.00,TRUE,FALSE,−98.39.00
343,Bob,185.58.00,−251.33.00,2242.16.00,−559.55.00,−1219.40.00,surströmming,−1166.09.00,−787.24.00,5839.55.00,−90713.21.00,TRUE,FALSE,1540.53.00
344,Jorg,389.21.00,1503.17.00,2435.22.00,−1635.17.00,1641.33.00,mustard silt,−1661.11.00,−1604.45.00,6969.23.00,−90433.12.00,TRUE,FALSE,−1518.33.00
345,Atsuto,1074.00.00,−1373.38.00,2262.17.00,−1355.34.00,−1356.20.00,surströmming,1036.30.00,1384.31.00,5507.20.00,−89864.32.00,FALSE,FALSE,979.50.00
346,Bob,1207.36.00,178.17.00,1973.02.00,−885.44.00,392.13.00,surströmming,216.55.00,−961.10.00,5953.01.00,−89787.23.00,TRUE,FALSE,−813.14.00
347,Bob,678.45.00,−825.37.00,1140.36.00,−602.24.00,−816.58.00,surströmming,377.47.00,−888.47.00,6633.28.00,−89669.08.00,FALSE,FALSE,1476.59.00
348,Jorg,695.10.00,−755.23.00,2176.40.00,−1075.00.00,−1661.50.00,curry silt,−1207.04.00,−475.31.00,6767.56.00,−90032.11.00,FALSE,FALSE,317.57.00
349,Jorg,1645.47.00,313.23.00,1197.12.00,−1303.38.00,689.26.00,mustard silt,1510.29.00,−201.14.00,6376.37.00,−90730.38.00,TRUE,FALSE,−113.00.00
350,Bob,1565.59.00,−200.58.00,2502.15.00,−1382.46.00,−775.16.00,surströmming,822.58.00,−1491.50.00,7019.42.00,−90263.19.00,FALSE,FALSE,713.54.00
351,Jorg,−1429.56.00,1618.53.00,2174.17.00,−155.25.00,563.20.00,mustard silt,−1186.47.00,−212.10.00,6780.40.00,−90312.19.00,TRUE,FALSE,−1001.27.00
352,Jorg,121.36.00,1252.04.00,1046.57.00,−750.47.00,1088.52.00,mustard silt,−914.16.00,−1537.47.00,6909.37.00,−90041.56.00,FALSE,FALSE,−1441.45.00
353,Atsuto,839.33.00,−847.30.00,2137.19.00,−1714.02.00,−198.51.00,surströmming,−1104.30.00,1627.23.00,7135.38.00,−90319.45.00,TRUE,FALSE,854.27.00
354,Jorg,1199.31.00,−841.08.00,2489.40.00,−1491.16.00,−184.50.00,silt med onions,1499.07.00,86.26.00,6320.14.00,−90719.54.00,TRUE,FALSE,706.59.00
355,Bob,172.58.00,36.37.00,1035.09.00,−819.56.00,413.42.00,mustard silt,1501.50.00,−98.09.00,5597.19.00,−89807.33.00,FALSE,FALSE,−545.13.00
356,Atsuto,1209.39.00,−1292.33.00,1265.17.00,−308.00.00,−1511.05.00,surströmming,909.31.00,−947.45.00,6300.30.00,−89260.24.00,TRUE,FALSE,601.04.00
357,Bob,292.16.00,1523.19.00,1781.02.00,−1346.41.00,19.58,mustard silt,−51.44.00,−97.41.00,6010.59.00,−90142.34.00,TRUE,FALSE,−1702.36.00
358,Jorg,455.10.00,−502.14.00,1076.45.00,−1660.06.00,−1104.54.00,old-fashioned silt,−314.41.00,−1479.18.00,6373.30.00,−89433.24.00,TRUE,FALSE,259.54.00
359,Bob,155.55.00,−104.39.00,1052.09.00,−964.59.00,−230.15.00,mustard silt,−587.53.00,−04.36.00,6742.48.00,−89257.15.00,FALSE,FALSE,276.43.00
360,Atsuto,777.59.00,1321.46.00,2430.57.00,−1445.15.00,1242.14.00,mustard silt,−159.10.00,84.06.00,5998.27.00,−89700.56.00,TRUE,FALSE,−411.40.00
361,Bob,184.01.00,−278.35.00,1849.22.00,−1417.48.00,−612.52.00,mustard silt,351.50.00,−1333.13.00,6427.15.00,−90692.27.00,TRUE,FALSE,414.45.00
362,Atsuto,1192.05.00,510.53.00,2546.17.00,−1502.48.00,1123.56.00,mustard silt,−806.00.00,365.05.00,6049.27.00,−89299.22.00,TRUE,FALSE,−1302.44.00
363,Bob,834.42.00,−734.03.00,1659.21.00,−1141.35.00,−1614.54.00,surströmming,−619.30.00,112.13.00,6123.29.00,−89301.55.00,TRUE,FALSE,373.16.00
364,Bob,906.48.00,974.05.00,1975.45.00,−1428.09.00,477.18.00,mustard silt,−420.51.00,−206.23.00,6829.32.00,−89285.16.00,TRUE,FALSE,−28.05.00
365,Jorg,388.46.00,1574.06.00,1759.11.00,−1587.10.00,131.42.00,mustard silt,−995.19.00,−817.47.00,6706.27.00,−90678.53.00,TRUE,FALSE,−219.40.00
366,Bob,617.03.00,−267.19.00,1497.10.00,−102.02.00,−921.13.00,surströmming,192.59.00,−532.14.00,6055.11.00,−89945.06.00,TRUE,FALSE,1069.11.00
367,Bob,1315.35.00,−1239.57.00,2560.00.00,−821.23.00,−1062.14.00,mexicansk silt,−933.53.00,−792.37.00,6255.25.00,−90096.48.00,FALSE,FALSE,1548.23.00
368,Bob,1372.15.00,−1162.34.00,1053.13.00,−741.32.00,−891.59.00,mustard silt,566.56.00,1065.22.00,6470.57.00,−90338.18.00,FALSE,FALSE,1129.30.00
369,Bob,1077.08.00,−1190.38.00,1783.00.00,−1569.08.00,−1286.52.00,surströmming,444.16.00,−944.06.00,5754.59.00,−90143.40.00,FALSE,FALSE,896.59.00
370,Jorg,933.44.00,−471.45.00,2619.16.00,−1659.20.00,−1037.52.00,mexicansk silt,−126.39.00,−919.53.00,6762.15.00,−90624.37.00,TRUE,FALSE,807.34.00
371,Atsuto,903.47.00,−527.41.00,1023.09.00,−1055.36.00,−1160.55.00,mustard silt,1292.21.00,−843.08.00,6571.06.00,−89828.37.00,FALSE,FALSE,1010.23.00
372,Jorg,−1467.11.00,1327.40.00,2429.28.00,−837.59.00,255.47.00,mustard silt,−1099.28.00,250.58.00,5753.40.00,−89757.43.00,TRUE,FALSE,−1070.52.00
373,Atsuto,1433.43.00,−1476.22.00,1498.42.00,−202.19.00,−1582.21.00,surströmming,1040.58.00,378.00.00,5671.51.00,−90828.22.00,TRUE,FALSE,261.06.00
374,Jorg,437.43.00,−356.28.00,1815.47.00,−406.17.00,−784.14.00,surströmming,−656.12.00,1405.40.00,6013.55.00,−90586.50.00,TRUE,FALSE,590.00.00
375,Atsuto,−481.18.00,616.02.00,1999.30.00,−1588.30.00,22.44,mustard silt,533.27.00,−1054.33.00,5850.28.00,−90675.48.00,TRUE,FALSE,−296.00.00
376,Atsuto,−1588.02.00,1247.02.00,2544.36.00,−1148.35.00,1410.57.00,mustard silt,−1404.56.00,83.32.00,6587.01.00,−89503.12.00,TRUE,FALSE,−393.26.00
377,Jorg,67.33.00,1607.35.00,2144.31.00,−127.34.00,205.21.00,mustard silt,−449.32.00,77.13.00,5938.53.00,−89297.52.00,TRUE,FALSE,−1097.03.00
378,Jorg,157.46.00,−182.21.00,2085.22.00,−1186.05.00,−1067.26.00,surströmming,170.17.00,−1139.15.00,6168.52.00,−90205.41.00,FALSE,FALSE,1718.00.00
379,Bob,366.03.00,1142.07.00,1881.15.00,−1613.56.00,846.59.00,mustard silt,−594.54.00,1430.57.00,7115.21.00,−90389.20.00,TRUE,FALSE,−1294.36.00
380,Atsuto,488.09.00,−195.25.00,1087.27.00,−1006.45.00,−763.04.00,surströmming,630.11.00,1605.37.00,5729.31.00,−90152.18.00,FALSE,FALSE,248.57.00
381,Jorg,−96.06.00,1570.54.00,2611.56.00,−1255.31.00,457.47.00,mustard silt,845.01.00,712.26.00,6887.33.00,−89952.17.00,TRUE,FALSE,−717.17.00
382,Atsuto,436.51.00,−206.07.00,1526.51.00,−442.54.00,−786.36.00,surströmming,784.27.00,−336.02.00,6794.52.00,−90238.09.00,TRUE,FALSE,402.10.00
383,Bob,−188.35.00,1630.55.00,2489.59.00,−155.05.00,589.48.00,mustard silt,−347.47.00,−865.24.00,6155.59.00,−89767.14.00,TRUE,FALSE,−406.09.00
384,Atsuto,305.13.00,1488.35.00,1621.04.00,−275.13.00,1609.12.00,mustard silt,−773.23.00,624.21.00,6240.50.00,−90510.57.00,TRUE,FALSE,−1135.36.00
385,Jorg,1551.24.00,−1564.43.00,1999.06.00,−1208.23.00,−111.03.00,surströmming,1550.31.00,941.54.00,6453.55.00,−90739.00.00,FALSE,FALSE,1398.30.00
386,Bob,475.46.00,−1433.51.00,1514.22.00,−1345.34.00,−1488.49.00,curry silt,−909.22.00,510.30.00,6983.04.00,−90159.02.00,FALSE,FALSE,1508.58.00
387,Atsuto,910.19.00,−545.53.00,1358.44.00,−509.26.00,−1200.56.00,surströmming,571.32.00,478.29.00,7118.35.00,−90197.52.00,TRUE,FALSE,672.03.00
388,Atsuto,−911.45.00,1165.07.00,1910.13.00,−1575.57.00,1563.52.00,mustard silt,−538.51.00,−359.35.00,5785.06.00,−90441.02.00,TRUE,FALSE,−209.16.00
389,Bob,1475.04.00,−1350.27.00,2592.50.00,−410.48.00,−1305.19.00,surströmming,−202.57.00,83.01.00,6819.10.00,−89740.32.00,TRUE,FALSE,1210.05.00
390,Atsuto,557.52.00,1163.31.00,1109.34.00,−1140.09.00,894.05.00,mustard silt,−902.02.00,531.29.00,7097.25.00,−90537.58.00,TRUE,FALSE,−1251.25.00
391,Atsuto,95.47.00,−39.05.00,1441.27.00,−526.27.00,−85.59.00,surströmming,−173.19.00,128.02.00,5875.53.00,−90170.59.00,TRUE,FALSE,1628.14.00
392,Jorg,87.44.00,−277.08.00,2498.25.00,−175.05.00,−609.41.00,curry silt,224.08.00,699.00.00,5532.06.00,−90132.20.00,TRUE,FALSE,89.17.00
393,Atsuto,416.56.00,1147.33.00,1948.03.00,−1747.29.00,858.56.00,mustard silt,1100.00.00,−390.31.00,6474.09.00,−89497.13.00,TRUE,FALSE,−382.59.00
394,Jorg,220.16.00,1301.54.00,1559.55.00,−1669.22.00,1198.31.00,mustard silt,−1661.34.00,−1045.46.00,6678.11.00,−90640.01.00,TRUE,FALSE,−416.42.00
395,Atsuto,1276.14.00,−1594.35.00,2545.53.00,−1148.49.00,−509.53.00,surströmming,−98.26.00,62.02.00,6353.03.00,−90571.29.00,FALSE,FALSE,1239.01.00
396,Atsuto,1163.22.00,402.27.00,1174.38.00,−1044.30.00,885.23.00,mustard silt,540.29.00,289.31.00,6381.13.00,−90514.18.00,FALSE,FALSE,−925.28.00
397,Atsuto,868.02.00,−1279.49.00,2119.44.00,−1397.42.00,−1483.03.00,surströmming,−38.15.00,45.02.00,6927.27.00,−90433.14.00,FALSE,FALSE,604.04.00
398,Jorg,1401.49.00,565.39.00,1661.16.00,−1637.37.00,1244.25.00,old-fashioned silt,−647.07.00,−1327.09.00,6771.15.00,−89459.43.00,TRUE,FALSE,−1252.22.00
399,Bob,348.30.00,1177.49.00,1903.07.00,−505.10.00,925.31.00,mustard silt,1098.50.00,04.50,6640.24.00,−90677.34.00,TRUE,FALSE,−495.32.00
400,Atsuto,52.24.00,−422.55.00,1396.15.00,−582.45.00,−1263.32.00,surströmming,648.39.00,1629.19.00,6401.06.00,−90528.56.00,TRUE,FALSE,1102.31.00
401,Atsuto,1431.52.00,477.48.00,2487.13.00,−1285.22.00,1051.09.00,mustard silt,201.10.00,1114.59.00,5563.05.00,−89584.51.00,TRUE,FALSE,−1002.01.00
402,Atsuto,582.05.00,−443.39.00,2348.44.00,−1457.06.00,−1309.10.00,surströmming,−1025.28.00,−152.10.00,5604.53.00,−89291.53.00,FALSE,FALSE,1411.56.00
403,Atsuto,380.35.00,1198.57.00,2271.49.00,−1664.10.00,972.02.00,mustard silt,1251.38.00,−1426.39.00,6522.07.00,−90535.39.00,TRUE,FALSE,−372.51.00
404,Atsuto,71.29.00,1587.01.00,1730.55.00,−1647.21.00,160.06.00,mustard silt,−487.42.00,809.28.00,6978.44.00,−89368.02.00,TRUE,FALSE,−1107.44.00
405,Bob,−1300.06.00,1655.57.00,1772.46.00,−920.59.00,644.53.00,mustard silt,1535.00.00,−102.57.00,6223.57.00,−90221.09.00,TRUE,FALSE,−1373.18.00
406,Jorg,811.01.00,770.27.00,1586.49.00,−1040.24.00,29.19.00,mustard silt,−724.56.00,−1654.33.00,6265.40.00,−89694.48.00,FALSE,FALSE,−347.06.00
407,Bob,1516.38.00,−23.14.00,2402.48.00,−114.26.00,−51.06.00,old-fashioned silt,−121.02.00,73.59.00,6410.20.00,−89982.53.00,TRUE,FALSE,−137.20.00
408,Jorg,1019.31.00,−1371.36.00,2390.55.00,−1144.58.00,−1351.51.00,surströmming,−1491.47.00,−1284.02.00,5789.28.00,−89287.15.00,FALSE,FALSE,1651.18.00
409,Bob,1273.39.00,−1301.49.00,2210.10.00,−977.54.00,−1198.20.00,silt med schnapps,−1565.54.00,440.18.00,6086.19.00,−89621.23.00,FALSE,FALSE,941.51.00
410,Atsuto,−1120.20.00,1008.58.00,1612.13.00,−312.23.00,887.12.00,mustard silt,117.07.00,−81.44.00,6172.03.00,−89850.52.00,TRUE,FALSE,−793.33.00
411,Jorg,689.28.00,731.00.00,2511.32.00,−1142.35.00,1608.12.00,mustard silt,−1458.39.00,41.36.00,5634.53.00,−89831.51.00,FALSE,FALSE,−1465.40.00
412,Bob,956.54.00,1290.37.00,1108.30.00,−1287.45.00,1173.41.00,mustard silt,1314.55.00,−828.54.00,6935.45.00,−90543.05.00,TRUE,FALSE,−1288.14.00
413,Bob,−1412.13.00,1385.53.00,2566.17.00,−1617.58.00,50.44.00,mustard silt,−123.59.00,207.17.00,6104.30.00,−90194.32.00,TRUE,FALSE,−1585.35.00
414,Jorg,656.45.00,1045.06.00,1865.34.00,−1594.18.00,633.32.00,mustard silt,1213.25.00,208.42.00,7070.07.00,−89229.30.00,TRUE,FALSE,−93.11.00
415,Jorg,1418.34.00,−1140.01.00,1022.01.00,−1220.55.00,−842.21.00,curry silt,1065.01.00,1623.27.00,6936.14.00,−89955.22.00,FALSE,FALSE,98.11.00
416,Atsuto,1216.30.00,416.20.00,1233.57.00,−302.57.00,915.55.00,surströmming,566.21.00,770.51.00,7100.50.00,−90598.57.00,TRUE,FALSE,−737.41.00
417,Jorg,370.46.00,−572.41.00,2496.54.00,−1215.15.00,−1259.53.00,old-fashioned silt,−91.40.00,−733.19.00,6299.36.00,−90496.36.00,FALSE,FALSE,914.39.00
418,Bob,−411.21.00,616.41.00,1297.02.00,−1757.45.00,24.10.00,mustard silt,1630.55.00,−1037.42.00,5822.13.00,−89857.40.00,TRUE,FALSE,−1313.44.00
419,Jorg,−282.51.00,343.23.00,2256.31.00,−1446.48.00,1088.34.00,mustard silt,901.23.00,792.21.00,6486.18.00,−90253.22.00,TRUE,FALSE,−238.53.00
420,Jorg,310.19.00,−466.59.00,1488.12.00,−1327.06.00,−1360.31.00,surströmming,−378.44.00,−640.13.00,6713.18.00,−89654.42.00,FALSE,FALSE,1551.41.00
421,Atsuto,792.21.00,−424.15.00,2477.18.00,−1406.52.00,−933.20.00,old-fashioned silt,377.07.00,737.18.00,5534.40.00,−89214.49.00,TRUE,FALSE,330.06.00
422,Jorg,1549.21.00,−342.27.00,1418.43.00,−1432.35.00,−753.24.00,mustard silt,−1174.00.00,1642.04.00,5770.08.00,−90154.28.00,TRUE,FALSE,−1492.36.00
423,Jorg,56.58.00,273.17.00,2184.42.00,−368.16.00,601.13.00,mexicansk silt,1583.44.00,304.25.00,6303.22.00,−89449.32.00,TRUE,FALSE,59.42.00
424,Jorg,1133.48.00,−1187.34.00,1034.37.00,−947.01.00,−946.59.00,mexicansk silt,−1277.00.00,−1405.24.00,5756.07.00,−89416.11.00,FALSE,FALSE,857.27.00
425,Bob,1510.09.00,374.04.00,1592.09.00,−635.37.00,822.57.00,surströmming,−123.06.00,299.36.00,6621.21.00,−89782.03.00,TRUE,FALSE,−867.28.00
426,Bob,1632.41.00,−355.03.00,1526.15.00,−1467.53.00,−781.06.00,mustard silt,−1260.46.00,−25.24.00,6256.43.00,−90376.37.00,TRUE,FALSE,−603.22.00
427,Bob,753.46.00,−646.57.00,1925.16.00,−1731.27.00,−1423.18.00,surströmming,−717.51.00,−388.47.00,6484.24.00,−89407.23.00,TRUE,Flase,1456.12.00
428,Bob,183.57.00,−591.36.00,1384.09.00,−533.31.00,−1301.31.00,surströmming,−259.57.00,−626.44.00,5531.17.00,−90604.35.00,TRUE,FALSE,1011.10.00
429,Atsuto,1488.50.00,−11.05.00,1730.23.00,−278.40.00,−24.23.00,surströmming,821.15.00,−109.22.00,6360.54.00,−89785.29.00,TRUE,FALSE,−198.33.00
430,Bob,1355.58.00,319.27.00,1440.28.00,−969.45.00,702.47.00,mustard silt,907.43.00,−694.51.00,6827.27.00,−90465.19.00,FALSE,FALSE,−1156.16.00
431,Atsuto,1065.29.00,−1385.59.00,1537.12.00,−414.56.00,−1383.30.00,surströmming,303.28.00,279.05.00,6747.48.00,−90104.38.00,TRUE,FALSE,191.44.00
432,Bob,1512.22.00,−1327.15.00,2008.16.00,−490.33.00,−1254.16.00,surströmming,−587.08.00,942.42.00,6563.22.00,−89768.39.00,TRUE,FALSE,1117.16.00
433,Bob,1049.09.00,517.42.00,1280.43.00,−260.44.00,1138.56.00,surströmming,−739.09.00,909.35.00,6570.19.00,−90379.30.00,TRUE,FALSE,−753.22.00
434,Atsuto,−248.59.00,629.18.00,1938.02.00,−1597.33.00,51.55.00,mustard silt,193.47.00,−339.57.00,5602.25.00,−90436.09.00,TRUE,FALSE,−370.19.00
435,Bob,824.53.00,819.04.00,2147.04.00,−662.44.00,136.17.00,old-fashioned silt,415.58.00,−695.34.00,6604.13.00,−90505.13.00,TRUE,FALSE,−1540.02.00
436,Bob,850.02.00,−208.00.00,2132.15.00,−112.53.00,−457.36.00,silt med onions,−909.59.00,290.16.00,5752.32.00,−90789.34.00,TRUE,FALSE,1376.16.00
437,Atsuto,−30.44.00,1534.19.00,1726.16.00,−191.38.00,44.10.00,mustard silt,1621.53.00,−433.22.00,5501.23.00,−90319.06.00,TRUE,FALSE,−1223.55.00
438,Atsuto,1379.53.00,−981.08.00,1295.47.00,−519.24.00,−492.49.00,surströmming,954.57.00,−808.21.00,6748.11.00,−89342.23.00,TRUE,FALSE,799.48.00
439,Bob,718.19.00,−963.59.00,1372.12.00,−1756.24.00,−455.06.00,curry silt,−398.37.00,−1177.48.00,6285.55.00,−89766.56.00,TRUE,FALSE,240.09.00
440,Atsuto,266.16.00,−372.34.00,2007.22.00,−1754.28.00,−819.38.00,surströmming,−135.47.00,−881.59.00,6560.45.00,−90607.14.00,TRUE,FALSE,441.22.00
441,Atsuto,827.07.00,−766.25.00,1106.30.00,−1234.59.00,−20.28.00,mustard silt,266.01.00,336.59.00,5591.31.00,−90307.17.00,FALSE,FALSE,550.21.00
442,Atsuto,1470.05.00,−1440.44.00,2142.59.00,−1452.25.00,−171.24.00,surströmming,−567.41.00,−307.48.00,6553.28.00,−89430.33.00,FALSE,FALSE,736.15.00
443,Atsuto,−1562.27.00,402.22.00,2054.13.00,−1694.36.00,1551.29.00,mustard silt,833.32.00,−282.07.00,5548.15.00,−89201.12.00,TRUE,FALSE,−1024.34.00
444,Jorg,−214.51.00,435.16.00,1616.46.00,−1727.50.00,1290.44.00,mustard silt,−1239.43.00,−193.12.00,5689.48.00,−89498.50.00,TRUE,FALSE,−490.21.00
445,Jorg,1322.52.00,353.01.00,1062.27.00,−1156.22.00,776.39.00,mustard silt,1151.28.00,1297.15.00,7103.28.00,−89468.31.00,FALSE,FALSE,−1334.56.00
446,Bob,−928.22.00,792.09.00,1367.20.00,−211.58.00,410.11.00,mustard silt,−371.55.00,1072.24.00,6168.52.00,−90575.48.00,TRUE,FALSE,−1311.26.00
447,Atsuto,847.29.00,−789.36.00,2009.26.00,−1479.25.00,−71.28.00,surströmming,−1552.59.00,1538.47.00,6633.25.00,−89628.57.00,TRUE,FALSE,1186.53.00
