,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
4673,944.32.00,−700.32.00,1888.51.00,−1429.55.00,−1541.10.00,surströmming,215.51.00,762.58.00,6979.01.00,−90547.15.00,TRUE,FALSE,982.06.00
4674,741.18.00,889.26.00,2633.04.00,−1233.40.00,291.05.00,mustard silt,625.13.00,−195.44.00,5975.40.00,−90119.50.00,TRUE,FALSE,−478.41.00
4675,−44.22.00,190.27.00,1980.46.00,−1396.03.00,752.08.00,mustard silt,−434.32.00,222.06.00,6428.25.00,−89800.06.00,TRUE,FALSE,−112.13.00
4676,411.06.00,1141.31.00,2370.55.00,−1547.00.00,845.41.00,mustard silt,79.01.00,495.51.00,5884.23.00,−89350.03.00,TRUE,FALSE,−463.36.00
4677,1462.12.00,−195.23.00,1386.41.00,−158.23.00,−762.58.00,surströmming,−476.06.00,−11.02.00,5801.10.00,−90013.15.00,TRUE,FALSE,1629.49.00
4678,103.39.00,09.34,1342.58.00,−1398.28.00,354.11.00,mustard silt,1282.10.00,276.59.00,7066.26.00,−90796.11.00,TRUE,FALSE,−525.50.00
4679,42.22.00,−1347.37.00,1601.00.00,−840.14.00,−1299.06.00,mustard silt,−271.14.00,683.10.00,6177.01.00,−89796.53.00,FALSE,FALSE,1536.24.00
4680,712.58.00,−492.03.00,1233.54.00,−456.16.00,−1082.31.00,surströmming,377.10.00,−698.44.00,6506.32.00,−89648.09.00,TRUE,FALSE,736.35.00
4681,882.06.00,−689.36.00,1877.29.00,−1208.01.00,−184.36.00,surströmming,−1344.03.00,−735.41.00,6194.06.00,−90404.10.00,FALSE,FALSE,1186.11.00
4682,1511.44.00,−160.15.00,2381.39.00,−1202.38.00,−352.34.00,mustard silt,−1226.11.00,514.14.00,6403.02.00,−90148.25.00,FALSE,FALSE,−392.52.00
4683,41.16.00,−263.21.00,1146.17.00,−1150.10.00,−912.31.00,surströmming,−1655.06.00,−33.03.00,6859.35.00,−90643.50.00,FALSE,FALSE,1253.23.00
4684,340.28.00,−385.56.00,1159.16.00,−111.50.00,−849.03.00,surströmming,−419.20.00,309.30.00,6170.44.00,−89665.00.00,TRUE,FALSE,396.35.00
4685,20.43,−192.54.00,1277.05.00,−242.22.00,−424.22.00,surströmming,375.53.00,150.28.00,5679.02.00,−89527.21.00,TRUE,FALSE,1124.30.00
4686,609.15.00,1096.43.00,1962.35.00,−1595.13.00,747.06.00,mustard silt,36.43.00,−1431.20.00,6801.59.00,−90644.45.00,TRUE,FALSE,−753.29.00
4687,498.25.00,−705.45.00,1099.02.00,−365.05.00,−1552.39.00,silt med schnapps,−582.28.00,693.18.00,7092.57.00,−90464.34.00,TRUE,FALSE,767.48.00
4688,−1459.42.00,1512.56.00,2054.26.00,−1305.24.00,330.15.00,mustard silt,1523.47.00,−407.12.00,6715.28.00,−90366.04.00,TRUE,FALSE,−1716.53.00
4689,−1378.33.00,1227.38.00,2181.50.00,−643.15.00,35.43.00,mustard silt,−885.21.00,−1549.45.00,6414.09.00,−89552.10.00,TRUE,FALSE,−1759.48.00
4690,50.05.00,242.16.00,1197.23.00,−1134.33.00,533.00.00,mustard silt,490.17.00,−720.30.00,7050.53.00,−89640.35.00,FALSE,FALSE,54.23.00
4691,120.22.00,1382.42.00,1928.38.00,−139.47.00,1376.17.00,mustard silt,1320.59.00,564.31.00,6016.33.00,−89850.23.00,TRUE,FALSE,−230.11.00
4692,921.50.00,−764.16.00,2633.17.00,−1523.41.00,−348.50.00,surströmming,19.36,−139.58.00,6500.30.00,−90443.38.00,TRUE,FALSE,219.40.00
4693,−596.51.00,880.37.00,1691.01.00,−276.17.00,604.49.00,mustard silt,539.59.00,476.06.00,6410.00.00,−89604.25.00,TRUE,FALSE,−1230.53.00
4694,565.35.00,980.42.00,1872.00.00,−498.42.00,491.53.00,old-fashioned silt,1456.51.00,−590.37.00,5828.01.00,−89623.47.00,TRUE,FALSE,−1316.37.00
4695,68.08.00,−1512.04.00,1237.15.00,−1214.20.00,−1660.53.00,silt med onions,−87.03.00,−1665.05.00,7059.22.00,−89415.21.00,FALSE,FALSE,976.59.00
4696,901.54.00,845.13.00,1906.08.00,−1649.40.00,193.48.00,mustard silt,757.26.00,−350.03.00,6219.15.00,−90084.47.00,TRUE,FALSE,−1140.25.00
4697,1549.54.00,−1539.02.00,2273.47.00,−1629.21.00,−54.32.00,surströmming,−503.31.00,−110.56.00,5516.17.00,−90587.08.00,TRUE,FALSE,1461.18.00
4698,−395.15.00,526.52.00,1409.05.00,−1665.41.00,1492.14.00,mustard silt,772.45.00,−1522.46.00,6149.22.00,−90383.49.00,TRUE,FALSE,−1285.46.00
4699,849.00.00,−750.31.00,1346.44.00,−535.47.00,−651.44.00,surströmming,−853.02.00,−304.26.00,5822.46.00,−89302.47.00,TRUE,FALSE,932.07.00
4700,696.42.00,1418.25.00,1287.48.00,−1200.27.00,1454.52.00,mustard silt,766.16.00,19.27,6100.12.00,−89747.01.00,TRUE,FALSE,−883.09.00
4701,1189.52.00,−1292.08.00,1091.10.00,−263.44.00,−1177.02.00,surströmming,−236.09.00,−356.15.00,6044.47.00,−90365.09.00,TRUE,FALSE,357.46.00
4702,394.44.00,1152.05.00,1480.04.00,−1284.57.00,868.54.00,mustard silt,−1614.45.00,765.50.00,6764.25.00,−90346.24.00,TRUE,FALSE,−893.56.00
4703,1339.02.00,326.13.00,2023.58.00,−1589.14.00,717.41.00,mustard silt,410.48.00,958.50.00,6889.28.00,−90465.38.00,TRUE,FALSE,−878.59.00
4704,504.50.00,−445.38.00,1104.22.00,−1161.52.00,−980.23.00,mustard silt,−33.50.00,45.51.00,6575.23.00,−89854.12.00,FALSE,FALSE,1091.32.00
4705,566.58.00,−680.38.00,2137.09.00,−1362.57.00,−1497.23.00,silt med onions,−629.21.00,1353.27.00,7103.45.00,−90800.41.00,FALSE,FALSE,550.42.00
4706,667.18.00,−1041.20.00,1955.52.00,−506.03.00,−625.16.00,surströmming,1429.08.00,−523.30.00,7018.07.00,−89961.58.00,TRUE,FALSE,479.26.00
4707,−505.34.00,581.11.00,2491.45.00,−1524.10.00,1611.43.00,mustard silt,827.24.00,206.55.00,6837.33.00,−89720.15.00,TRUE,FALSE,−1263.22.00
4708,1172.12.00,−567.36.00,2455.32.00,−1327.02.00,−1581.51.00,surströmming,1332.28.00,682.42.00,5480.32.00,−89494.40.00,FALSE,FALSE,989.44.00
4709,1213.40.00,97.13.00,1664.30.00,−1370.03.00,213.52.00,curry silt,−1232.10.00,1283.25.00,6962.38.00,−90097.27.00,TRUE,FALSE,−664.14.00
4710,−371.30.00,287.17.00,2427.47.00,−837.37.00,965.10.00,mustard silt,−968.21.00,−499.24.00,5954.59.00,−90276.49.00,FALSE,FALSE,−1254.03.00
4711,97.39.00,−1650.34.00,2020.16.00,−1687.23.00,−299.55.00,surströmming,341.21.00,−439.59.00,6755.36.00,−90121.57.00,TRUE,FALSE,345.31.00
4712,1161.01.00,−1288.29.00,1113.16.00,−1566.21.00,−1168.59.00,silt med schnapps,−1393.14.00,−445.20.00,6447.11.00,−90218.19.00,TRUE,FALSE,592.14.00
4713,1497.55.00,−218.19.00,1751.33.00,−1717.47.00,−480.18.00,surströmming,−475.22.00,316.06.00,6595.31.00,−90273.41.00,TRUE,FALSE,−1398.41.00
4714,827.58.00,−1562.44.00,2532.10.00,−1334.26.00,−439.48.00,surströmming,947.31.00,665.46.00,7023.02.00,−90442.40.00,FALSE,FALSE,472.50.00
4715,−157.09.00,32.40.00,1296.29.00,−614.51.00,738.09.00,mustard silt,1582.57.00,−108.19.00,6031.49.00,−89901.08.00,TRUE,FALSE,−1096.11.00
4716,801.17.00,−952.56.00,1410.18.00,−1191.32.00,−763.55.00,surströmming,1150.49.00,401.12.00,6573.36.00,−90806.27.00,FALSE,FALSE,1076.05.00
4717,330.40.00,−558.53.00,1464.59.00,−1438.58.00,−1229.32.00,mustard silt,−806.37.00,995.40.00,5693.44.00,−89533.37.00,TRUE,FALSE,891.58.00
4718,569.20.00,−449.41.00,1746.32.00,−1413.27.00,−989.17.00,surströmming,721.32.00,−110.04.00,6361.53.00,−89697.04.00,TRUE,FALSE,473.33.00
4719,86.01.00,−1627.58.00,1319.17.00,−1572.03.00,−250.12.00,surströmming,597.30.00,−428.02.00,5627.28.00,−90494.20.00,TRUE,FALSE,246.29.00
4720,745.04.00,−657.06.00,1886.43.00,−1449.26.00,−113.06.00,surströmming,1237.28.00,588.09.00,5870.05.00,−90112.28.00,FALSE,FALSE,1001.40.00
4721,−670.08.00,667.26.00,1896.24.00,−877.27.00,135.50.00,mustard silt,768.31.00,−1106.54.00,6407.19.00,−89317.46.00,TRUE,FALSE,−1460.46.00
4722,1475.54.00,382.05.00,1168.04.00,−1267.57.00,840.35.00,mustard silt,−159.25.00,−1060.05.00,7123.45.00,−90636.09.00,TRUE,FALSE,−292.49.00
4723,974.04.00,−696.17.00,1970.21.00,−1325.28.00,−1531.49.00,silt med schnapps,699.51.00,−1204.03.00,7000.10.00,−89401.17.00,FALSE,FALSE,834.04.00
4724,969.17.00,587.39.00,2043.08.00,−1660.29.00,1292.49.00,mustard silt,627.59.00,−325.23.00,6927.18.00,−89435.43.00,TRUE,FALSE,−1034.15.00
4725,312.33.00,1188.32.00,1462.09.00,−866.59.00,949.06.00,mustard silt,420.44.00,−1242.46.00,6351.59.00,−90557.00.00,FALSE,FALSE,−1680.58.00
4726,979.29.00,−810.24.00,2044.22.00,−1220.16.00,−117.12.00,silt med schnapps,387.05.00,239.33.00,5714.39.00,−90689.56.00,FALSE,FALSE,1141.43.00
4727,15.28,1642.51.00,2230.26.00,−167.26.00,282.57.00,mustard silt,848.44.00,197.50.00,6827.08.00,−89412.00.00,TRUE,FALSE,−327.28.00
4728,227.36.00,−258.33.00,2500.50.00,−314.33.00,−901.57.00,surströmming,1645.14.00,−1298.18.00,6576.22.00,−89434.15.00,TRUE,FALSE,421.04.00
4729,1654.10.00,−1653.35.00,1647.37.00,−260.18.00,−306.33.00,surströmming,806.03.00,−1498.03.00,6589.17.00,−89994.02.00,TRUE,FALSE,1364.16.00
4730,86.20.00,1361.13.00,2528.18.00,−839.23.00,1329.00.00,mustard silt,981.03.00,411.46.00,6139.57.00,−89971.49.00,FALSE,FALSE,−1632.15.00
4731,1635.36.00,−1548.59.00,1952.05.00,−286.01.00,−76.27.00,surströmming,−1205.25.00,−760.04.00,6902.39.00,−89510.05.00,TRUE,FALSE,588.10.00
4732,1211.30.00,438.50.00,1261.53.00,−1512.52.00,965.25.00,mustard silt,−1032.05.00,−1656.03.00,6009.39.00,−90164.01.00,TRUE,FALSE,−140.49.00
4733,328.50.00,−187.58.00,1277.25.00,−1288.51.00,−746.39.00,surströmming,−815.48.00,918.57.00,6655.25.00,−90223.41.00,FALSE,FALSE,706.17.00
4734,1205.08.00,−1545.14.00,2295.50.00,−1408.29.00,−401.18.00,surströmming,−249.02.00,−184.34.00,7005.30.00,−89546.17.00,FALSE,FALSE,890.58.00
4735,1544.19.00,−1159.47.00,2530.07.00,−946.03.00,−885.52.00,mexicansk silt,1090.52.00,1050.14.00,5481.17.00,−89916.18.00,FALSE,FALSE,1309.53.00
4736,1138.59.00,823.13.00,2627.23.00,−1360.41.00,145.24.00,mustard silt,16.52,−607.16.00,6694.17.00,−89846.14.00,TRUE,FALSE,−585.20.00
4737,1405.55.00,−1249.25.00,2040.22.00,−1499.43.00,−1083.03.00,surströmming,−707.04.00,−401.54.00,6002.57.00,−89238.15.00,TRUE,FALSE,808.06.00
4738,935.34.00,993.38.00,2038.09.00,−712.15.00,520.19.00,old-fashioned silt,−1539.48.00,67.15.00,6079.07.00,−89809.57.00,TRUE,FALSE,−1057.17.00
4739,960.43.00,730.54.00,2072.52.00,−1621.48.00,1607.59.00,mustard silt,−394.45.00,633.51.00,6214.19.00,−90489.50.00,TRUE,FALSE,−1447.29.00
4740,409.02.00,1333.08.00,1317.28.00,−1092.45.00,1267.15.00,mustard silt,374.32.00,663.47.00,5830.00.00,−90542.00.00,FALSE,FALSE,−260.11.00
4741,702.42.00,1007.54.00,2209.13.00,−1041.42.00,551.42.00,mustard silt,1064.04.00,1386.19.00,6597.22.00,−90342.04.00,FALSE,FALSE,−954.49.00
4742,1312.07.00,602.07.00,1244.23.00,−1614.35.00,1324.39.00,mustard silt,−743.01.00,369.00.00,6106.59.00,−89617.41.00,TRUE,FALSE,−115.27.00
4743,480.20.00,−587.24.00,1296.12.00,−288.02.00,−1292.16.00,surströmming,−22.54.00,839.31.00,6604.47.00,−89749.27.00,TRUE,FALSE,795.30.00
4744,−593.21.00,690.05.00,1944.16.00,−1270.37.00,518.46.00,mustard silt,1199.33.00,163.09.00,5544.48.00,−90262.05.00,TRUE,FALSE,−1761.34.00
4745,37.31.00,1455.16.00,1068.29.00,−1564.26.00,1535.54.00,mustard silt,697.13.00,626.09.00,6356.10.00,−90787.49.00,TRUE,FALSE,−638.10.00
4746,288.25.00,1440.14.00,2569.03.00,−1058.28.00,1502.50.00,mustard silt,893.15.00,1021.19.00,6830.31.00,−89484.28.00,FALSE,FALSE,−1501.37.00
4747,766.35.00,−760.36.00,1412.39.00,−441.10.00,−07.39.00,surströmming,−85.32.00,−28.35.00,6901.34.00,−90416.17.00,TRUE,FALSE,175.11.00
4748,1069.03.00,1010.15.00,2661.41.00,−337.10.00,556.54.00,mustard silt,−777.50.00,291.02.00,5706.14.00,−90263.55.00,TRUE,FALSE,−733.26.00
4749,727.49.00,−618.40.00,2365.14.00,−1215.03.00,−28.31.00,surströmming,819.29.00,−397.26.00,7059.16.00,−89496.05.00,FALSE,FALSE,379.02.00
4750,425.48.00,−350.35.00,2153.33.00,−438.41.00,−1104.24.00,surströmming,−1369.43.00,−371.57.00,6721.42.00,−89789.24.00,TRUE,FALSE,163.17.00
4751,597.17.00,1157.32.00,2572.27.00,−555.33.00,880.53.00,mustard silt,−697.52.00,494.01.00,6315.53.00,−90422.49.00,TRUE,FALSE,−1047.17.00
4752,125.53.00,1347.31.00,1087.53.00,−1498.07.00,1298.53.00,mustard silt,1643.35.00,1512.16.00,6218.51.00,−90456.32.00,TRUE,FALSE,−1207.27.00
4753,−219.18.00,260.46.00,1007.14.00,−1357.30.00,906.50.00,mustard silt,−700.13.00,291.12.00,6702.30.00,−89347.07.00,TRUE,FALSE,−184.33.00
4754,1004.09.00,754.42.00,1115.13.00,−733.18.00,1660.20.00,mustard silt,−273.40.00,−920.20.00,6437.56.00,−90426.31.00,FALSE,FALSE,−588.04.00
4755,1506.30.00,−1516.47.00,1617.09.00,−381.42.00,−05.36.00,surströmming,1104.02.00,1400.36.00,6311.30.00,−89679.01.00,TRUE,FALSE,628.44.00
4756,387.53.00,1137.08.00,1566.26.00,−1724.27.00,836.03.00,mustard silt,−832.47.00,−792.38.00,5557.18.00,−89565.18.00,TRUE,FALSE,−360.16.00
4757,76.38.00,1188.48.00,1057.19.00,−1196.01.00,949.41.00,mustard silt,−763.59.00,−799.28.00,6676.43.00,−90112.40.00,TRUE,FALSE,−354.11.00
4758,1245.03.00,538.44.00,2450.24.00,−1256.10.00,1185.12.00,mustard silt,−179.47.00,−279.28.00,5620.05.00,−89917.02.00,TRUE,FALSE,−367.49.00
4759,−323.00.00,440.08.00,1594.08.00,−1121.15.00,1301.26.00,mustard silt,−642.01.00,−857.22.00,6617.09.00,−90608.41.00,TRUE,FALSE,−79.00.00
4760,447.03.00,−583.33.00,1449.57.00,−270.53.00,−1616.56.00,surströmming,−156.54.00,782.02.00,6268.45.00,−89703.42.00,TRUE,FALSE,873.51.00
4761,600.48.00,1236.14.00,1664.01.00,−1534.58.00,1054.03.00,mustard silt,1133.32.00,1123.22.00,7100.21.00,−90725.38.00,TRUE,FALSE,−493.07.00
4762,90.10.00,278.30.00,2370.15.00,−1573.24.00,945.51.00,mustard silt,636.04.00,−1427.22.00,5680.22.00,−90028.30.00,TRUE,FALSE,−1519.23.00
4763,−364.55.00,558.43.00,1966.18.00,−1619.51.00,229.47.00,mustard silt,713.52.00,1005.48.00,5709.25.00,−90578.20.00,TRUE,FALSE,−1156.20.00
4764,64.09.00,−360.26.00,1053.22.00,−1310.18.00,−792.57.00,mustard silt,611.10.00,−07.54.00,5726.54.00,−89657.36.00,TRUE,FALSE,685.47.00
4765,1090.45.00,−601.34.00,1493.20.00,−1148.18.00,−1323.28.00,mustard silt,−75.18.00,−449.40.00,5497.10.00,−90565.54.00,FALSE,FALSE,599.47.00
4766,374.04.00,−428.22.00,1706.20.00,−1589.27.00,−1275.32.00,surströmming,1071.38.00,−128.36.00,5989.54.00,−90671.56.00,TRUE,FALSE,683.57.00
4767,30.58.00,47.44.00,2180.10.00,−1452.35.00,105.01.00,mustard silt,1363.01.00,−191.10.00,5901.23.00,−89689.07.00,TRUE,FALSE,422.40.00
4768,691.56.00,−875.47.00,2105.08.00,−1109.53.00,−261.03.00,silt med onions,−1086.31.00,−1421.46.00,7139.03.00,−90301.56.00,FALSE,FALSE,120.22.00
4769,901.26.00,−1257.19.00,2081.08.00,−1279.34.00,−1100.25.00,surströmming,1633.39.00,−473.01.00,6418.45.00,−90174.29.00,FALSE,FALSE,589.21.00
4770,−420.40.00,639.26.00,1034.23.00,−1291.12.00,740.30.00,mustard silt,−774.35.00,−113.52.00,5565.45.00,−89909.21.00,TRUE,FALSE,−245.37.00
4771,1432.13.00,−25.46.00,2011.24.00,−317.43.00,−56.41.00,silt med schnapps,−966.12.00,562.02.00,5827.38.00,−89711.48.00,TRUE,FALSE,−1223.03.00
4772,1077.09.00,540.35.00,1144.25.00,−178.27.00,1189.17.00,surströmming,195.59.00,−825.41.00,5928.10.00,−90336.25.00,TRUE,FALSE,−1087.06.00
4773,−1252.07.00,1072.41.00,1369.17.00,−1364.20.00,1027.21.00,mustard silt,−508.47.00,−905.46.00,6107.18.00,−90131.30.00,TRUE,FALSE,−1673.57.00
4774,1441.03.00,−38.27.00,2101.56.00,−1379.18.00,−750.51.00,surströmming,−1346.25.00,1234.53.00,5529.18.00,−89423.41.00,FALSE,FALSE,929.55.00
4775,235.33.00,−149.35.00,1141.00.00,−223.31.00,−329.04.00,mustard silt,56.26.00,382.23.00,6925.21.00,−90222.47.00,TRUE,FALSE,971.28.00
4776,109.53.00,−196.06.00,2180.15.00,−438.23.00,−764.32.00,surströmming,592.44.00,212.54.00,5713.40.00,−90390.06.00,TRUE,FALSE,1037.24.00
4777,−98.05.00,1634.15.00,1471.12.00,−228.55.00,264.02.00,mustard silt,1598.59.00,1600.29.00,6078.16.00,−90847.07.00,TRUE,FALSE,−1387.26.00
4778,286.03.00,1362.28.00,2377.41.00,−1580.46.00,1331.45.00,mustard silt,−1093.07.00,28.14.00,6194.54.00,−89772.21.00,TRUE,FALSE,−49.18.00
4779,−144.34.00,199.34.00,1245.10.00,−1195.00.00,772.11.00,mustard silt,−786.01.00,359.05.00,6545.03.00,−89209.57.00,TRUE,FALSE,−1326.11.00
4780,670.26.00,1195.20.00,1431.01.00,−1264.15.00,964.04.00,mustard silt,−1062.30.00,−1580.26.00,5501.23.00,−89415.57.00,TRUE,FALSE,−458.56.00
4781,1288.44.00,−1562.19.00,1352.22.00,−1626.33.00,−105.46.00,surströmming,244.53.00,1537.03.00,5537.22.00,−90057.11.00,TRUE,FALSE,1267.55.00
4782,1373.08.00,583.01.00,2185.56.00,−569.32.00,1282.37.00,mexicansk silt,97.44.00,973.06.00,6089.15.00,−90497.03.00,TRUE,FALSE,−758.16.00
4783,758.37.00,−608.20.00,1203.33.00,−393.51.00,−05.48.00,surströmming,−203.19.00,−846.27.00,5786.09.00,−90066.36.00,TRUE,FALSE,1337.41.00
4784,−1652.13.00,1478.33.00,1579.31.00,−1395.38.00,254.36.00,mustard silt,−616.16.00,1137.01.00,6349.05.00,−90581.04.00,TRUE,FALSE,−753.04.00
4785,856.33.00,−247.18.00,1957.35.00,−1681.22.00,−544.03.00,silt med schnapps,−1392.39.00,−358.21.00,5598.57.00,−90115.17.00,TRUE,FALSE,1614.38.00
4786,1415.00.00,−43.05.00,1778.19.00,−1081.03.00,−427.55.00,surströmming,288.16.00,−1483.38.00,5481.09.00,−89549.07.00,TRUE,FALSE,1131.28.00
4787,971.01.00,−466.29.00,1135.33.00,−1572.48.00,−1026.15.00,mustard silt,144.07.00,−987.28.00,7071.39.00,−90746.50.00,TRUE,FALSE,1097.26.00
4788,322.38.00,−11.26.00,1263.37.00,−304.27.00,−25.10.00,surströmming,504.15.00,869.53.00,7019.56.00,−89443.34.00,TRUE,FALSE,1222.06.00
4789,−235.07.00,171.17.00,1761.15.00,−188.37.00,709.58.00,mustard silt,−111.31.00,−449.42.00,6356.17.00,−89535.18.00,TRUE,FALSE,−1430.59.00
4790,1379.28.00,445.51.00,2333.04.00,−1426.32.00,980.53.00,mustard silt,626.17.00,−1251.28.00,7132.02.00,−89343.02.00,TRUE,FALSE,−368.06.00
4791,1518.30.00,407.30.00,2082.18.00,−1758.19.00,896.29.00,old-fashioned silt,730.07.00,1623.40.00,5977.59.00,−90464.05.00,TRUE,FALSE,−204.54.00
4792,−375.09.00,135.14.00,1051.21.00,−761.26.00,630.40.00,mustard silt,−574.34.00,−85.18.00,5526.46.00,−90404.48.00,FALSE,FALSE,−1292.29.00
4793,489.26.00,−455.53.00,2147.52.00,−208.39.00,−1336.04.00,surströmming,−963.14.00,1138.28.00,6265.36.00,−89410.57.00,TRUE,FALSE,1675.59.00
4794,−908.39.00,1128.29.00,2336.27.00,−272.42.00,1483.16.00,mustard silt,−776.01.00,−757.01.00,5767.37.00,−89577.31.00,TRUE,FALSE,−1506.35.00
4795,−396.27.00,195.20.00,2067.16.00,−364.11.00,762.53.00,mustard silt,1171.18.00,1485.55.00,6430.24.00,−89530.00.00,TRUE,FALSE,−1016.47.00
4796,767.51.00,−712.22.00,2246.35.00,−193.56.00,−1567.13.00,surströmming,−491.00.00,1414.41.00,5661.36.00,−89267.32.00,TRUE,FALSE,655.17.00
4797,786.58.00,−528.45.00,2620.14.00,−888.58.00,−1163.16.00,mustard silt,−132.41.00,261.14.00,6419.02.00,−89394.53.00,FALSE,FALSE,132.32.00
4798,774.04.00,1052.58.00,1482.12.00,−1758.02.00,650.51.00,mustard silt,−791.57.00,−268.32.00,5775.33.00,−90593.30.00,TRUE,FALSE,−248.28.00
4799,1596.26.00,55.50.00,1372.59.00,−779.03.00,122.50.00,mustard silt,−1615.40.00,346.23.00,5581.58.00,−89404.11.00,FALSE,FALSE,−826.43.00
4800,970.01.00,483.16.00,2481.02.00,−232.07.00,1063.12.00,mustard silt,745.42.00,874.30.00,5514.43.00,−89670.58.00,TRUE,FALSE,−778.17.00
4801,809.56.00,1034.55.00,2200.46.00,−1088.23.00,611.09.00,mustard silt,−502.43.00,893.01.00,6940.51.00,−89479.42.00,FALSE,FALSE,−594.25.00
4802,−1488.53.00,1537.45.00,1941.16.00,−1120.47.00,384.51.00,mustard silt,25.23.00,−1318.49.00,6963.37.00,−90813.51.00,TRUE,FALSE,−1566.41.00
4803,−734.10.00,1084.03.00,1064.48.00,−1305.58.00,1052.23.00,mustard silt,−1338.18.00,−1359.16.00,6715.46.00,−90480.32.00,TRUE,FALSE,−913.46.00
4804,−1414.01.00,1240.18.00,2592.13.00,−1566.09.00,1396.07.00,mustard silt,563.45.00,858.52.00,6499.26.00,−90205.06.00,TRUE,FALSE,−1662.37.00
4805,668.13.00,1128.35.00,1717.06.00,−1304.32.00,817.14.00,mustard silt,−847.19.00,−247.07.00,6875.46.00,−90256.54.00,TRUE,FALSE,−1260.02.00
4806,1221.09.00,−1095.58.00,1318.44.00,−490.46.00,−745.28.00,surströmming,−1356.16.00,776.10.00,6007.07.00,−89447.21.00,TRUE,FALSE,1202.40.00
4807,−90.47.00,1577.46.00,2356.43.00,−275.34.00,139.46.00,mustard silt,1219.00.00,812.48.00,6992.40.00,−90412.10.00,TRUE,FALSE,−579.44.00
4808,−130.18.00,255.51.00,1803.16.00,−139.56.00,896.00.00,mustard silt,828.17.00,103.44.00,6426.22.00,−90599.14.00,TRUE,FALSE,−1166.41.00
4809,83.37.00,−296.12.00,2433.13.00,−1415.58.00,−651.39.00,old-fashioned silt,592.55.00,204.04.00,7030.15.00,−89641.01.00,TRUE,FALSE,1515.55.00
4810,707.52.00,−734.00.00,1769.20.00,−273.23.00,−1614.47.00,surströmming,−708.22.00,113.10.00,5837.06.00,−90092.04.00,TRUE,FALSE,749.21.00
4811,1285.40.00,−22.37.00,2407.22.00,−1338.14.00,−49.46.00,mustard silt,47.17.00,−549.21.00,6164.49.00,−89513.23.00,TRUE,FALSE,−23.55.00
4812,−267.41.00,13.46,2255.26.00,−1327.39.00,363.26.00,mustard silt,−654.33.00,156.06.00,6425.07.00,−89457.03.00,TRUE,FALSE,−1146.45.00
4813,237.00.00,−269.30.00,2344.48.00,−1369.31.00,−592.54.00,old-fashioned silt,970.37.00,−913.46.00,6286.32.00,−90723.36.00,TRUE,FALSE,812.39.00
4814,686.34.00,−815.31.00,1516.13.00,−462.49.00,−461.36.00,surströmming,−163.22.00,−983.32.00,6759.36.00,−90581.35.00,TRUE,FALSE,1223.14.00
4815,−417.51.00,568.23.00,1034.07.00,−138.04.00,1583.35.00,mustard silt,411.45.00,354.58.00,6864.38.00,−90210.07.00,TRUE,FALSE,−937.22.00
4816,917.07.00,−645.41.00,2073.17.00,−1762.22.00,−1420.31.00,surströmming,61.02.00,374.09.00,5766.06.00,−90535.08.00,TRUE,FALSE,1369.53.00
4817,1559.47.00,351.09.00,1236.57.00,−1543.59.00,772.32.00,mustard silt,559.44.00,860.46.00,6743.11.00,−90132.53.00,TRUE,FALSE,−1061.21.00
4818,1510.02.00,−438.03.00,2393.07.00,−386.04.00,−963.43.00,silt med schnapps,−411.44.00,−790.25.00,5518.31.00,−89439.35.00,TRUE,FALSE,−472.43.00
4819,−384.50.00,309.38.00,1448.14.00,−100.46.00,1347.28.00,mustard silt,−343.55.00,−625.27.00,6998.06.00,−90364.21.00,TRUE,FALSE,−745.36.00
4820,222.21.00,−124.07.00,1692.54.00,−716.52.00,−606.11.00,surströmming,−779.47.00,−848.25.00,5826.03.00,−89737.31.00,TRUE,FALSE,1420.18.00
4821,−320.14.00,650.46.00,1416.35.00,−116.44.00,99.09.00,mustard silt,−747.25.00,1427.59.00,5726.21.00,−90259.24.00,TRUE,FALSE,−1695.12.00
4822,603.26.00,1137.44.00,2445.25.00,−497.50.00,837.21.00,mustard silt,1380.46.00,−1548.41.00,5532.22.00,−89452.48.00,TRUE,FALSE,−803.06.00
4823,1312.09.00,440.58.00,1924.07.00,−1412.35.00,970.08.00,mustard silt,1460.53.00,−1349.04.00,6424.27.00,−89833.05.00,TRUE,FALSE,−607.16.00
4824,51.51.00,−42.54.00,1029.53.00,−1151.28.00,−94.24.00,mustard silt,−498.35.00,−1158.09.00,6224.22.00,−89474.01.00,FALSE,FALSE,58.49.00
4825,−622.35.00,169.56.00,1811.50.00,−1325.57.00,1040.07.00,mustard silt,−845.03.00,442.22.00,5904.14.00,−89910.45.00,TRUE,FALSE,−1624.24.00
4826,1478.21.00,156.07.00,2209.18.00,−271.21.00,343.27.00,mexicansk silt,678.03.00,607.40.00,6632.36.00,−89597.24.00,TRUE,FALSE,−482.30.00
4827,−480.21.00,435.02.00,1110.16.00,−1052.06.00,1290.12.00,mustard silt,−512.32.00,−243.17.00,6273.01.00,−89221.10.00,TRUE,FALSE,−1526.16.00
4828,1161.09.00,−1196.43.00,2453.05.00,−1540.31.00,−967.06.00,surströmming,−1250.05.00,1506.47.00,7036.34.00,−89543.36.00,TRUE,FALSE,435.39.00
